Data as of 2021-01-03
Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,4 Week Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETFdb Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETFdb Pro,Dividend,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%)
BDCY,ETRACS 2xMonthly Leveraged Wells Fargo Diversified BDC Index ETN Series B,Equity,"$1,921,100","10,502",$9.74,false,2x,false,false,1.35%,19.06%,-61.97%,-61.61%,N/A,N/A,$0.0,$0.0,$0.0,-$4.944227,-$4.944227,-$4.944227,Leveraged Equities,2019-10-24,1.65%,$1.19,2020-01-10,$1.19,12.22%,N/A,8.03%,N/A,1.87,23.21%,42.56%,42.85%,38.44%,UBS,N/A,N/A,N/A,N/A,39%,20%,1099,$8.08,$10.53,N/A,N/A,67.64,N/A,C,N/A,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DFVS,iPath US Treasury 5-year Bear ETN,Bond,"$1,845,100",269,$13.35,true,false,false,false,-0.56%,-3.26%,-50.99%,-50.99%,-57.89%,-57.91%,$0.0,$0.027067,$0.0,$0.027067,$3.610488,$1.210002,Inverse Bonds,2011-07-12,0.75%,$0.00,N/A,N/A,0.00%,N/A,4.43%,N/A,0.64,111.56%,15.91%,26.09%,51.26%,Barclays Capital,1,100.00%,100.00%,100.00%,35%,15%,1099,$13.15,$13.95,$13.32,$13.37,46.44,B-,A-,A-,B-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EFU,UltraShort MSCI EAFE ProShares,Equity,"$1,760,800","1,395",$12.95,true,2x,false,false,-1.84%,-5.15%,-35.55%,-35.55%,-42.61%,-67.38%,$0.0,$0.0,$0.0,$1.44303,$1.47003,$2.92003,Leveraged Equities,2007-10-23,0.95%,$0.03,2020-03-25,$0.01,0.25%,Quarterly,5.19%,N/A,-1.57,359.75%,19.44%,36.20%,33.60%,ProShares,1,100.00%,100.00%,100.00%,35%,15%,1099,$12.71,$13.85,$12.89,$12.98,35.28,C+,B-,A,A,B,B,C,N/A,N/A,N/A,N/A,N/A,N/A
GBDV,Global Beta Smart Income ETF,Equity,"$1,726,600",485,$17.50,false,false,false,false,0.67%,0.05%,-7.84%,-7.84%,N/A,N/A,$0.0,$0.0,$0.0,-$0.311145,$2.188835,$2.188835,Large Cap Value Equities,2019-12-27,0.29%,$0.79,2020-12-18,$0.19,4.54%,Quarterly,1.99%,12.88,1.85,16.39%,11.62%,26.89%,22.97%,Global Beta Advisors LLC,94,40.42%,53.28%,91.27%,39%,20%,1099,$17.19,$17.83,$17.50,$17.50,58.14,N/A,B+,N/A,N/A,N/A,B,N/A,6.41,69.59%,67.15%,394.2,9.56%,6.16%
CHIE,Global X MSCI China Energy ETF,Equity,"$1,713,500","1,588",$8.43,false,false,false,false,-1.16%,-5.66%,-20.42%,-20.42%,-18.41%,-2.78%,-$0.000125,$0.000117,$0.0,$0.461632,$0.684249,$0.684209,China Equities,2009-12-15,0.66%,$0.42,2020-06-29,$0.13,4.93%,Annually,0.72%,8.57,0.76,82.56%,22.41%,28.35%,24.24%,Global X,24,62.15%,81.87%,99.97%,35%,15%,1099,$8.32,$8.92,N/A,N/A,45.47,C+,B,B,C,C+,A,C,0.49,0.54%,0.08%,"1,028.39",0.00%,0.11%
VETS,Pacer Military Times Best Employers ETF,Equity,"$1,674,000",556,$33.63,false,false,true,false,-0.04%,0.95%,6.04%,6.04%,N/A,N/A,$0.0,$0.0,$0.0,-$1.360975,$1.038,$1.038,Large Cap Blend Equities,2018-04-10,0.60%,$0.51,2020-12-21,$0.12,1.51%,Annually,2.82%,18.93,0.89,58.16%,40.68%,62.34%,54.59%,Pacer Financial,55,19.85%,29.45%,92.82%,39%,20%,1099,$27.68,$33.60,$33.62,$33.63,66.78,C,B,A,C,C+,C+,N/A,5.74,0.00%,45.97%,263.21,27.24%,3.34%
PEXL,Pacer US Export Leaders ETF,Equity,"$1,774,900",288,$35.96,false,false,true,false,0.79%,4.15%,25.00%,25.00%,N/A,N/A,$0.0,$0.0,$0.0,$0.021235,$1.42771,$1.42771,All Cap Equities,2018-07-23,0.60%,$0.16,2020-09-21,$0.05,0.47%,Annually,3.80%,29.74,1.20,85.16%,12.01%,19.13%,19.97%,Pacer Financial,101,10.79%,16.00%,51.39%,39%,20%,1099,$34.61,$36.10,$35.96,$35.96,67.39,C,B-,A,B,B-,C+,N/A,5.35,54.40%,36.67%,160.53,0.98%,6.07%
TLEH,FlexShares Currency Hedged Morningstar EM Factor Tilt Index Fund,Equity,"$1,602,300",646,$32.26,false,false,true,true,2.14%,3.74%,14.93%,14.93%,13.56%,54.45%,$0.0,-$2.342648,$0.0,-$4.428525,-$36.06424,-$9.265295,Foreign Large Cap Equities,2015-11-09,0.64%,$0.62,2020-12-24,$0.11,1.93%,Quarterly,2.72%,20.35,0.82,48.49%,9.30%,13.15%,12.67%,FlexShares,1,100.00%,100.00%,100.00%,39%,20%,1099,$30.92,$32.25,$32.26,$32.26,70.27,C,C+,A-,A,B,A-,C,4.22,11.23%,14.28%,414.58,2.47%,4.32%
UCHF,VelocityShares Daily 4x Long CHF vs USD ETN,Currency,"$1,620,000","2,406",$23.56,false,4x,false,false,-5.11%,1.68%,14.02%,21.08%,N/A,N/A,$0.0,$0.0,$0.0,$0.371255,-$1.662031,-$1.661957,Leveraged Currency,2017-12-12,1.50%,$0.00,N/A,N/A,0.00%,Annually,2.03%,N/A,0.24,58.50%,22.76%,23.08%,24.71%,Citigroup,1,100.00%,100.00%,100.00%,39%,20%,1099,$23.05,$24.98,$23.51,$23.64,46.6,N/A,C,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TAGS,Teucrium Agricultural Fund,Commodity,"$1,551,800","1,011",$21.21,false,false,false,false,3.87%,7.37%,8.21%,8.21%,-4.05%,-19.00%,$0.0,$0.0,$0.0,$0.02625,$0.60525,$0.60525,Agricultural Commodities,2012-03-28,1.00%,$0.00,N/A,N/A,0.00%,N/A,1.36%,N/A,0.13,53.21%,14.84%,19.13%,21.61%,Teucrium,5,100.00%,100.00%,100.00%,23%,23%,K-1,$19.28,$21.10,$20.91,$21.70,67.6,C+,A+,C+,C+,B,N/A,A-,N/A,N/A,N/A,N/A,N/A,N/A
RXD,ProShares Ultra Short Health Care,Equity,"$1,568,300","3,537",$9.54,true,2x,false,false,-2.44%,-5.19%,-44.27%,-44.27%,-67.73%,-79.30%,$0.0,$0.0,$0.0,$0.64206,$2.51581,$0.226575,Leveraged Equities,2007-01-30,0.95%,$0.07,2020-03-25,$0.02,0.71%,Quarterly,3.35%,N/A,-1.38,18.01%,18.95%,33.90%,35.22%,ProShares,1,100.00%,100.00%,100.00%,35%,15%,1099,$9.62,$10.00,$9.46,$9.70,36.95,C+,B,A-,A-,B+,A-,B,N/A,N/A,N/A,N/A,N/A,N/A
USV,E-TRACS UBS Bloomberg CMCI Silver ETN,Commodity,"$1,453,000",443,$31.75,false,false,false,false,-9.13%,1.15%,42.54%,53.64%,57.69%,71.34%,$0.0,$0.0,$0.0,-$3.114557,-$2.107987,-$8.759373,Precious Metals,2008-04-01,0.40%,$0.00,N/A,N/A,0.00%,N/A,6.28%,N/A,0.84,289.85%,81.78%,63.64%,67.88%,UBS,1,100.00%,100.00%,100.00%,39%,20%,1099,$29.83,$43.24,$30.92,$32.17,43.25,B+,B+,C,C+,B,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EQRR,ProShares Equities for Rising Rates ETF,Equity,"$1,507,700",757,$38.05,false,false,true,false,1.76%,1.60%,-10.15%,-10.15%,-12.54%,N/A,$0.0,$0.0,$0.0,-$0.714185,-$14.093635,-$15.266135,All Cap Equities,2017-07-24,0.35%,$0.83,2020-12-23,$0.27,2.16%,Quarterly,5.61%,15.81,1.61,118.02%,24.14%,44.32%,41.76%,ProShares,51,31.71%,45.59%,99.81%,39%,20%,1099,$36.97,$38.85,$38.03,$38.08,61.44,C,B+,C,C,C+,A-,N/A,6.47,91.59%,69.01%,224.88,0.94%,1.44%
XCOM,ProShares Ultra Communication Services Select Sector ETF,Equity,"$3,032,300",648,$62.50,false,2x,false,false,8.97%,-8.36%,13.86%,39.80%,N/A,N/A,$0.0,$0.0,$0.0,$0.800554,-$2.265706,-$2.265706,Leveraged Equities,2019-01-15,0.95%,$0.04,2020-03-25,$0.02,0.06%,N/A,8.58%,22.13,2.03,155.99%,54.70%,44.07%,46.14%,ProShares,27,75.60%,91.15%,100.00%,39%,20%,1099,$54.68,$69.41,$62.50,$62.50,51.96,C,A-,A+,A-,B+,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHIU,Global X MSCI China Utilities ETF,Equity,"$1,546,900",469,$15.29,false,false,false,false,-0.02%,1.34%,0.38%,0.38%,N/A,N/A,-$0.000214,$0.000282,$0.0,-$0.000407,$0.000298,$0.000298,China Equities,2018-12-07,0.65%,$0.40,2020-06-29,$0.14,2.71%,Annually,0.80%,9.86,0.47,36.98%,15.23%,17.43%,15.63%,Global X,23,71.61%,88.70%,100.00%,39%,20%,1099,$14.40,$15.65,$15.29,$15.29,58.37,N/A,B+,N/A,N/A,N/A,C+,N/A,2.96,1.25%,3.42%,"3,024.8",12.66%,8.94%
UGBP,VelocityShares Daily 4x Long GBP vs USD ETN,Currency,"$1,439,600","2,020",$16.75,false,4x,false,false,-2.33%,0.58%,-15.32%,-8.63%,N/A,N/A,$0.0,$0.0,$0.0,-$0.425885,-$1.263084,-$1.263084,Leveraged Currency,2017-12-12,1.50%,$0.00,N/A,N/A,0.00%,Annually,1.91%,N/A,1.07,167.10%,38.16%,41.95%,38.20%,Citigroup,1,100.00%,100.00%,100.00%,39%,20%,1099,$16.23,$17.55,$16.74,$16.78,49.1,N/A,C,N/A,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HERD,Pacer Cash Cows Fund of Funds ETF,Equity,"$1,410,800","1,132",$28.14,false,false,false,false,-0.06%,3.23%,10.70%,10.83%,N/A,N/A,$0.0,$0.0,$0.0,-$0.09092,$1.180105,$1.180105,Global Equities,2019-05-03,0.74%,$0.55,2020-12-22,$0.16,1.95%,Annually,N/A,15.85,1.18,65.88%,34.30%,28.46%,54.65%,Pacer Financial,6,100.00%,100.00%,100.00%,N/A,N/A,N/A,$22.56,$29.19,$28.14,$28.16,68.29,N/A,B-,N/A,N/A,N/A,A-,N/A,6.02,81.22%,54.80%,264.71,11.39%,4.93%
PFFV,Global X Variable Rate Preferred ETF,Preferred Stock,"$1,371,400","1,282",$27.48,false,false,false,false,-0.19%,1.48%,N/A,N/A,N/A,N/A,$0.00008,-$0.000246,$0.0,-$1.327035,-$1.327035,-$1.327035,Preferred Stock/Convertible Bonds,2020-06-22,0.25%,$0.49,2020-12-03,$0.12,1.85%,Annually,N/A,N/A,0.50,10.48%,3.94%,8.40%,8.32%,Global X,94,27.17%,37.10%,78.81%,N/A,N/A,N/A,$27.09,$27.68,$27.45,$27.53,64.59,N/A,A,N/A,N/A,N/A,C,N/A,5.7,35.47%,45.04%,128.51,1.25%,0.15%
SBM,ProShares Short Basic Materials,Equity,"$1,260,400",582,$12.37,true,false,false,false,-1.22%,-3.96%,-27.96%,-27.96%,-29.38%,-55.82%,$0.0,$0.0,$0.0,-$0.887545,$0.059955,$4.657955,Inverse Equities,2010-03-16,0.95%,$0.03,2020-03-25,$0.01,0.21%,Quarterly,2.97%,N/A,-1.12,231.27%,13.73%,24.50%,23.89%,ProShares,1,100.00%,100.00%,100.00%,35%,15%,1099,$12.36,$12.81,$12.37,$12.37,38.36,C,C,A,B,B-,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A
EEH,SPECTRUM U.S. ETN,Equity,"$1,247,200",215,$27.11,false,false,true,false,1.88%,2.75%,16.93%,16.93%,38.46%,76.04%,$0.0,$0.0,$0.0,$0.0,-$2.433412,-$2.433412,Global Equities,2007-08-02,0.75%,$0.00,N/A,N/A,0.00%,N/A,1.84%,N/A,0.59,78.49%,11.46%,25.56%,26.75%,Swedish Export Credit Corporation,N/A,N/A,N/A,N/A,35%,15%,1099,$26.11,$27.11,$27.11,$27.11,61.52,C,B-,B+,A,C+,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LMLB,ETRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN Series B,Equity,"$1,224,900","2,278",$9.75,false,2x,false,false,-0.52%,14.10%,-62.47%,-60.30%,N/A,N/A,$0.0,$0.0,$0.0,-$6.781126,-$6.781126,-$6.781126,Leveraged Equities,2019-10-24,1.65%,$0.09,2020-07-13,$0.02,0.96%,N/A,7.35%,N/A,2.08,109.32%,41.13%,45.31%,41.76%,UBS,N/A,N/A,N/A,N/A,39%,20%,1099,$8.02,$10.42,$9.68,$9.87,63.76,N/A,N/A,N/A,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UAG,E-TRACS UBS Bloomberg CMCI Agriculture ETN,Commodity,"$1,207,500",538,$17.57,false,false,true,false,-0.87%,-3.65%,9.06%,12.30%,0.40%,-5.84%,$0.0,$0.0,$0.0,-$1.011135,-$1.856305,-$13.177247,Agricultural Commodities,2008-04-01,0.65%,$0.00,N/A,N/A,0.00%,N/A,1.26%,N/A,0.16,66.12%,31.19%,28.11%,25.28%,UBS,9,100.01%,100.01%,100.01%,35%,15%,1099,$17.30,$18.42,$17.45,$17.63,52.0,B+,A,B-,A,A,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SIJ,ProShares Ultra Short Industrials,Equity,"$1,088,300","6,917",$5.03,true,2x,false,false,-0.68%,-5.13%,-54.09%,-54.09%,-69.63%,-87.10%,-$0.258085,-$0.258085,$0.0,$1.84433,$1.86733,$3.27433,Leveraged Equities,2007-01-30,0.95%,$0.03,2019-12-24,$0.03,0.51%,Quarterly,3.38%,N/A,-2.03,242.28%,19.84%,38.37%,37.67%,ProShares,1,100.00%,100.00%,100.00%,35%,15%,1099,$4.99,$5.29,$5.01,$5.06,36.25,B-,B+,A-,A-,A-,B+,B,N/A,N/A,N/A,N/A,N/A,N/A
UJPY,VelocityShares Daily 4x Long JPY vs USD ETN,Currency,"$1,070,900",608,$25.47,false,4x,false,false,1.10%,3.48%,8.27%,3.86%,N/A,N/A,$0.0,$0.0,$0.0,$0.0,-$2.827943,-$2.827943,Leveraged Currency,2017-12-12,1.50%,$0.00,N/A,N/A,0.00%,Annually,1.09%,N/A,-0.20,37.35%,20.11%,20.43%,21.44%,Citigroup,1,100.00%,100.00%,100.00%,39%,20%,1099,$23.85,$25.72,$25.47,$25.47,58.13,N/A,B-,N/A,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DAUD,VelocityShares Daily 4x Long USD vs AUD ETN,Currency,"$1,043,800","1,288",$26.19,false,4x,false,false,3.76%,4.10%,-16.28%,-22.44%,N/A,N/A,$0.0,$0.0,$0.0,$0.333537,-$4.282431,-$4.282431,Leveraged Currency,2017-12-12,1.50%,$0.00,N/A,N/A,0.00%,Annually,8.68%,N/A,-1.64,48.34%,36.33%,38.08%,38.72%,Citigroup,1,100.00%,100.00%,100.00%,39%,20%,1099,$24.10,$27.04,$26.19,$26.19,53.79,N/A,C+,N/A,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LTL,Ultra Telecommunications ProShares,Equity,"$982,600",454,$39.64,false,2x,false,false,0.05%,0.56%,-3.26%,-3.26%,-3.60%,-2.95%,$0.0,$0.0,$0.0,-$0.707358,-$0.764358,-$3.148733,Leveraged Equities,2008-03-25,0.95%,$0.62,2020-12-23,$0.20,1.60%,Quarterly,4.32%,N/A,1.49,129.03%,24.11%,31.42%,30.29%,ProShares,46,82.41%,90.78%,100.03%,35%,15%,1099,$38.86,$41.21,$39.64,$39.64,56.4,C,B+,B,A-,B+,A-,A-,4.86,27.59%,28.26%,30.92,0.64%,0.92%
USOI,Credit Suisse X-Links Crude Oil Shares Covered Call ETN,Multi-Asset,$0,"225,232",$4.67,false,false,true,false,0.65%,1.52%,-75.98%,-75.98%,-77.70%,N/A,$1.85912,$11.872018,$0.0,$51.393044,$59.183309,$59.601435,Commodities,2017-04-25,0.85%,$0.55,2020-06-19,$0.45,11.78%,Monthly,4.78%,N/A,1.34,47.30%,21.10%,29.59%,31.73%,Credit Suisse,1,100.00%,100.00%,100.00%,39%,20%,1099,$4.54,$4.78,N/A,N/A,55.42,N/A,C+,N/A,N/A,N/A,A+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DGBP,VelocityShares Daily 4x Long USD vs GBP ETN,Currency,"$895,200",845,$24.75,false,4x,false,false,1.66%,-2.12%,-1.77%,-10.84%,N/A,N/A,$0.0,$0.0,$0.0,$0.003055,-$3.492715,-$3.492715,Leveraged Currency,2017-12-12,1.50%,$0.00,N/A,N/A,0.00%,Annually,3.44%,N/A,-0.97,137.61%,38.68%,41.83%,37.80%,Citigroup,1,100.00%,100.00%,100.00%,39%,20%,1099,$23.83,$25.82,$24.63,$24.84,48.25,N/A,C+,N/A,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BUY,USCF SummerHaven SHPEI Index Fund,Equity,"$799,500",909,$17.18,false,false,true,false,1.51%,3.12%,-10.45%,-0.66%,N/A,N/A,$0.0,$0.0,$0.0,-$22.3944,$1.288732,$1.288732,Small Cap Value Equities,2017-11-30,0.80%,$1.36,2020-09-25,$0.02,7.67%,Quarterly,2.42%,7.87,1.48,115.36%,37.00%,34.36%,37.61%,USCF,201,8.34%,11.60%,32.18%,39%,20%,1099,$15.13,$17.98,$17.12,$17.31,56.18,B-,C+,B-,B+,B,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UAUD,VelocityShares Daily 4x Long AUD vs USD ETN,Currency,"$901,100","3,415",$15.09,false,4x,false,false,-4.56%,-6.06%,-8.52%,-2.20%,N/A,N/A,$0.0,$0.0,$0.0,-$0.119917,-$1.578176,-$1.579208,Leveraged Currency,2017-12-12,1.50%,$0.00,N/A,N/A,0.00%,Annually,2.39%,N/A,1.67,128.17%,36.65%,38.13%,38.98%,Citigroup,1,100.00%,100.00%,100.00%,39%,20%,1099,$14.69,$16.66,$15.05,$15.15,42.89,N/A,C,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HEWW,iShares Currency Hedged MSCI Mexico ETF,Equity,"$817,200",925,$16.12,false,false,false,true,1.86%,0.59%,1.62%,1.62%,-13.46%,-9.04%,$0.0,$0.0,$0.0,$0.0,-$0.97968,-$1.141265,Latin America Equities,2015-06-29,0.52%,$0.19,2020-12-24,$0.13,1.13%,Semi-Annually,1.18%,15.06,0.52,19.15%,18.25%,20.90%,19.63%,iShares,2,100.00%,100.00%,100.00%,35%,15%,1099,$15.59,$16.35,$16.12,$16.12,59.53,N/A,A-,N/A,N/A,N/A,N/A,N/A,4.55,73.57%,23.87%,320.11,0.97%,5.37%
DJPY,VelocityShares Daily 4x Long USD vs JPY ETN,Currency,"$815,500",194,$19.37,false,4x,false,false,-1.04%,-3.73%,-19.27%,-16.34%,N/A,N/A,$0.0,$0.0,$0.0,$0.0,-$2.791987,-$2.791987,Leveraged Currency,2017-12-12,1.50%,$0.00,N/A,N/A,0.00%,Annually,1.84%,N/A,0.32,40.06%,20.52%,20.58%,21.94%,Citigroup,1,100.00%,100.00%,100.00%,39%,20%,1099,$19.14,$20.75,$19.36,$19.38,40.99,N/A,C+,N/A,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCC,ProShares Ultra Short Consumer Services,Equity,"$811,300","1,368",$11.84,true,2x,false,false,-3.42%,-5.59%,-54.75%,-54.75%,-74.73%,-85.66%,$0.0,$0.012725,$0.0,$1.697902,$1.800402,$1.857158,Leveraged Equities,2007-01-30,0.95%,$0.05,2020-03-25,$0.00,0.40%,Quarterly,7.08%,N/A,-1.89,47.60%,15.16%,33.39%,38.08%,ProShares,1,100.00%,100.00%,100.00%,35%,15%,1099,$11.69,$12.80,$11.59,$12.00,34.42,C,B+,B+,A-,B+,A,B,N/A,N/A,N/A,N/A,N/A,N/A
CHEP,AGFiQ US Market Neutral Value Fund,Alternatives,"$747,600","3,817",$15.02,false,false,false,false,-1.22%,3.78%,-26.93%,-26.68%,-36.16%,-34.60%,$0.0,$0.0,$0.0,$0.0,$0.0,-$1.194935,Long-Short,2011-09-13,1.91%,$0.74,2020-12-03,$0.30,4.92%,Annually,2.26%,10.67,0.31,118.94%,22.03%,27.41%,24.06%,AGFiQ Asset Management,205,101.91%,105.16%,125.86%,35%,15%,1099,$14.52,$15.41,$14.91,$15.08,57.07,B-,C+,C,B-,C,A,C,N/A,N/A,N/A,N/A,N/A,N/A
SZK,ProShares Ultra Short Consumer Goods,Equity,"$754,700","1,738",$9.02,true,2x,false,false,-3.03%,-10.72%,-58.24%,-58.24%,-66.20%,-78.62%,$0.0,$0.0,$0.0,$0.118533,$0.382533,$2.329033,Leveraged Equities,2007-01-30,0.95%,$0.04,2020-03-25,$0.01,0.39%,Quarterly,5.61%,N/A,-1.55,134.38%,21.61%,31.77%,35.40%,ProShares,1,100.00%,100.00%,100.00%,35%,15%,1099,$9.00,$10.10,$8.98,$9.08,29.55,C+,B,B,A,B+,A-,B-,N/A,N/A,N/A,N/A,N/A,N/A
DCHF,VelocityShares Daily 4x Long USD vs CHF ETN,Currency,"$709,600",253,$20.85,false,4x,false,false,4.28%,-3.12%,-22.10%,-27.12%,N/A,N/A,$0.0,$0.0,$0.0,$0.0,-$3.692822,-$3.692822,Leveraged Currency,2017-12-12,1.50%,$0.00,N/A,N/A,0.00%,Annually,3.09%,N/A,-0.28,82.62%,23.12%,23.47%,24.59%,Citigroup,1,100.00%,100.00%,100.00%,39%,20%,1099,$19.93,$21.39,N/A,N/A,49.89,N/A,B-,N/A,N/A,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DUAL,North Shore Dual Share Class ETF,Equity,"$801,200",0,$25.50,false,false,false,false,-0.08%,5.79%,N/A,N/A,N/A,N/A,$0.0,$0.000152,$0.0,$0.530304,$0.530304,$0.530304,All Cap Equities,2020-08-11,0.85%,$0.00,N/A,N/A,0.00%,Annually,N/A,29.8,1.07,24.15%,10.35%,19.44%,N/A,Exchange Traded Concepts,187,37.55%,49.18%,81.70%,N/A,N/A,N/A,$23.82,$26.24,N/A,N/A,73.1,N/A,C,N/A,N/A,N/A,C,N/A,3.24,0.31%,4.89%,33.09,1.35%,1.01%
LD,iPath Dow Jones-UBS Lead ETN,Commodity,"$648,800",177,$41.15,false,false,false,false,0.48%,-2.50%,-1.52%,-1.52%,N/A,N/A,$0.0,$0.0,$0.0,$0.027454,$0.336392,-$0.140123,Metals,2008-06-24,0.75%,$0.00,N/A,N/A,0.00%,N/A,2.66%,N/A,0.38,62.57%,22.43%,23.21%,22.08%,Barclays Capital,1,100.00%,100.00%,100.00%,35%,15%,1099,$39.88,$44.10,$41.15,$41.15,50.57,B+,B+,A+,B-,A-,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VSL,Volshares Large Cap ETF,Equity,"$2,742,800","1,645",$37.10,false,false,true,false,-1.11%,0.99%,17.98%,17.98%,N/A,N/A,$0.0,$0.0,$0.0,-$1.06975,$0.85375,$0.85375,Large Cap Blend Equities,2018-02-23,0.65%,$0.00,N/A,N/A,0.00%,Annually,3.94%,26.99,1.35,13.31%,13.91%,18.01%,20.86%,Whitford Asset Management LLC,27,40.52%,60.48%,100.01%,39%,20%,1099,$36.42,$38.01,$36.69,$37.31,54.68,C,B-,N/A,B-,C,C,N/A,7.31,98.59%,86.77%,437.3,11.69%,16.35%
REVS,Columbia Research Enhanced Value ETF,Equity,"$416,400","3,758",$16.83,false,false,false,false,1.12%,1.79%,1.35%,1.35%,N/A,N/A,$0.0,$0.0,$0.0,-$4.109625,-$4.109625,-$4.109625,Large Cap Blend Equities,2019-09-25,0.19%,$4.67,2020-12-18,$4.67,27.97%,N/A,1.40%,17.34,1.00,34.25%,9.98%,18.48%,17.41%,Columbia Threadneedle Investments,295,26.57%,35.12%,63.99%,39%,20%,1099,$16.47,$16.86,$16.82,$16.83,62.43,N/A,A,N/A,N/A,N/A,C,N/A,5.48,60.33%,39.29%,247.6,6.11%,3.60%
FUE,MLCX Biofuels ETN,Commodity,"$432,600",264,$6.60,false,false,false,false,2.45%,-6.37%,7.33%,7.33%,-5.70%,-11.99%,$0.0,$0.0,$0.0,-$0.1086,-$0.7018,-$0.7018,Agricultural Commodities,2008-02-05,0.75%,$0.00,N/A,N/A,0.00%,N/A,0.59%,N/A,0.43,45.87%,25.88%,46.12%,46.00%,Swedish Export Credit Corporation,5,96.16%,96.16%,96.16%,35%,15%,1099,$6.25,$7.26,$6.59,$6.61,51.91,C+,B,C,C,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LACK,Direxion Daily Consumer Staples Bear 3X Shares,Equity,"$447,100","3,686",$7.78,true,3x,false,false,-2.33%,-13.20%,-48.34%,-54.63%,N/A,N/A,$0.0,$0.0,$0.0,$0.0,-$1.477,-$1.477,Leveraged Equities,2018-11-29,1.06%,$0.04,2020-03-24,$0.01,0.47%,Quarterly,3.27%,N/A,-1.45,99.60%,35.77%,40.68%,44.01%,Direxion,32,71.73%,82.07%,100.00%,39%,20%,1099,$7.39,$9.57,$7.73,$7.81,37.8,B-,C+,N/A,B+,B,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YCOM,ProShares UltraShort Communication Services Select Sector ETF,Equity,"$390,400",300,$15.09,true,2x,false,false,-8.60%,7.02%,-41.76%,-53.10%,N/A,N/A,$0.0,$0.0,$0.0,$0.0,-$2.823341,-$2.823341,Leveraged Equities,2019-01-15,0.95%,$0.10,2020-03-25,$0.05,0.64%,N/A,5.90%,N/A,-1.27,74.69%,54.03%,43.97%,45.46%,ProShares,N/A,N/A,N/A,N/A,39%,20%,1099,$13.82,$17.00,$15.09,$15.09,45.2,C,B+,N/A,A-,B+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEND,Amplify CrowdBureau Peer-to-Peer Lending & Crowdfunding ETF,Equity,"$329,400",554,$13.87,false,false,false,false,2.46%,4.87%,-22.47%,-22.47%,N/A,N/A,$0.0,$0.0,$0.0,-$0.301323,$1.116508,$1.116508,Small Cap Growth Equities,2019-05-09,0.65%,$0.98,2019-12-30,$0.98,7.19%,Annually,1.90%,7.72,0.84,71.90%,35.42%,32.82%,29.54%,Amplify,47,62.05%,73.81%,99.97%,39%,20%,1099,$13.15,$13.79,$13.83,$13.89,55.99,C,C+,N/A,C,C+,A+,N/A,3.32,2.00%,5.32%,6.46,0.00%,0.01%
